"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40611","Eastern Asia","2020","2020",15.03482,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40611","Eastern Asia","2021","2021",15.325,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40611","Eastern Asia","2022","2022",15.54384,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40043","Upper middle income countries","2017","2017",13.93447,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40043","Upper middle income countries","2018","2018",14.03914,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40043","Upper middle income countries","2019","2019",14.1499,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40043","Upper middle income countries","2020","2020",14.31388,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40043","Upper middle income countries","2021","2021",14.47777,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40043","Upper middle income countries","2022","2022",14.62304,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40530","Central and Eastern Europe","2017","2017",15.97961,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40530","Central and Eastern Europe","2018","2018",16.28614,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40530","Central and Eastern Europe","2019","2019",16.35302,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40530","Central and Eastern Europe","2020","2020",16.38068,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40530","Central and Eastern Europe","2021","2021",16.57252,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40530","Central and Eastern Europe","2022","2022",16.57471,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MMR","Myanmar","2018","2018",11.96912,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","KGZ","Kyrgyzstan","2017","2017",12.45423,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","KGZ","Kyrgyzstan","2018","2018",12.33297,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","KGZ","Kyrgyzstan","2019","2019",12.40438,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","KGZ","Kyrgyzstan","2020","2020",12.5162,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","KGZ","Kyrgyzstan","2021","2021",12.83446,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","TON","Tonga","2020","2020",17.36093,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40642","Europe and Northern America","2017","2017",16.74317,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40642","Europe and Northern America","2018","2018",16.80888,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40642","Europe and Northern America","2019","2019",16.82976,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40642","Europe and Northern America","2020","2020",16.82016,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40642","Europe and Northern America","2021","2021",16.90605,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","40642","Europe and Northern America","2022","2022",16.93663,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ZAF","South Africa","2017","2017",14.73662,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ZAF","South Africa","2018","2018",14.51227,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ZAF","South Africa","2019","2019",14.65775,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ZAF","South Africa","2020","2020",14.45914,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","ZAF","South Africa","2021","2021",14.67354,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CAN","Canada","2017","2017",15.51483,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CAN","Canada","2018","2018",15.465,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CAN","Canada","2019","2019",15.45999,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CAN","Canada","2020","2020",15.44533,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CAN","Canada","2021","2021",15.41637,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MAC","China, Macao Special Administrative Region","2017","2017",15.06247,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MAC","China, Macao Special Administrative Region","2018","2018",14.51895,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MAC","China, Macao Special Administrative Region","2019","2019",14.31397,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MAC","China, Macao Special Administrative Region","2020","2020",14.25944,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MAC","China, Macao Special Administrative Region","2021","2021",14.61013,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MAC","China, Macao Special Administrative Region","2022","2022",15.37581,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MNE","Montenegro","2017","2017",15.22664,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MNE","Montenegro","2018","2018",15.20136,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MNE","Montenegro","2019","2019",15.30406,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MNE","Montenegro","2020","2020",15.50765,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MNE","Montenegro","2021","2021",15.60671,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MNE","Montenegro","2022","2022",15.55859,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CRI","Costa Rica","2017","2017",14.48884,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CRI","Costa Rica","2018","2018",14.71294,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","CRI","Costa Rica","2019","2019",15.31027,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MDA","Republic of Moldova","2017","2017",14.56888,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MDA","Republic of Moldova","2018","2018",14.66278,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MDA","Republic of Moldova","2019","2019",14.69075,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MDA","Republic of Moldova","2020","2020",14.88332,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MDA","Republic of Moldova","2021","2021",15.16406,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","MDA","Republic of Moldova","2022","2022",15.38689,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40651","Australia and New Zealand","2017","2017",20.84443,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40651","Australia and New Zealand","2018","2018",19.44404,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40651","Australia and New Zealand","2019","2019",20.44156,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40651","Australia and New Zealand","2020","2020",19.90826,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40651","Australia and New Zealand","2021","2021",20.02928,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40651","Australia and New Zealand","2022","2022",20.02766,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","VGB","British Virgin Islands","2021","2021",17.68369,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","VGB","British Virgin Islands","2022","2022",14.08058,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","AFG","Afghanistan","2018","2018",7.98703,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SVN","Slovenia","2017","2017",18.23362,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SVN","Slovenia","2018","2018",18.21603,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SVN","Slovenia","2019","2019",18.16566,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SVN","Slovenia","2020","2020",18.13762,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SVN","Slovenia","2021","2021",18.34461,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SVN","Slovenia","2022","2022",18.3978,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GEO","Georgia","2017","2017",15.812,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GEO","Georgia","2018","2018",15.99838,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GEO","Georgia","2019","2019",16.39799,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GEO","Georgia","2020","2020",16.40266,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GEO","Georgia","2021","2021",16.78897,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","GEO","Georgia","2022","2022",17.00892,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","NER","Niger","2017","2017",7.38756,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","THA","Thailand","2020","2020",15.13755,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","KAZ","Kazakhstan","2017","2017",14.49908,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","KAZ","Kazakhstan","2018","2018",14.61267,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","KAZ","Kazakhstan","2019","2019",14.86221,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","KAZ","Kazakhstan","2020","2020",15.02603,,
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SAU","Saudi Arabia","2017","2017",16.65029,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SAU","Saudi Arabia","2018","2018",16.69643,"‡","UIS Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SAU","Saudi Arabia","2019","2019",16.63847,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SAU","Saudi Arabia","2020","2020",16.32858,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SAU","Saudi Arabia","2021","2021",16.18786,"+","National Estimation"
"SLE_1T8_F","School life expectancy, primary to tertiary, female (years)","SAU","Saudi Arabia","2022","2022",17.86843,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40618","Central and Southern Asia","2017","2017",11.22342,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40618","Central and Southern Asia","2018","2018",11.06548,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40618","Central and Southern Asia","2019","2019",11.06901,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40618","Central and Southern Asia","2020","2020",11.38202,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40618","Central and Southern Asia","2021","2021",11.59651,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","40618","Central and Southern Asia","2022","2022",11.93108,,
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MEX","Mexico","2017","2017",14.6329,"+","National Estimation"
"SLE_1T8_M","School life expectancy, primary to tertiary, male (years)","MEX","Mexico","2018","2018",14.64509,"+","National Estimation"
